supermarket_name,supermarket_lat,supermarket_lng,block_house,street_name,unit_number,postcode
7SEVEN PTE. LTD.,1.45605972594988,103.786436916899,51,NORTH COAST AVENUE,3,756992
ABEDIN TRADING PTE. LTD.,1.31420654866153,103.886699759329,599,GEYLANG ROAD,1,389538
AJMAL SUPER MART PTE. LTD.,1.31396452002226,103.625764663231,70,TUAS SOUTH AVENUE 1,40,637285
AJMAL TRADE MART PTE. LTD.,1.40631204506347,103.76056171553,23,MANDAI ESTATE,21,729937
AJMAL TRADE MART PTE. LTD.,1.43069358938447,103.759237297885,12,KRANJI ROAD,,739522
AJMAL TRADING GROUP PTE. LTD.,1.46152554782754,103.809438952915,2,WOODLANDS SECTOR 2,5,737723
AJMAL TRADING GROUP PTE. LTD.,1.32210836314021,103.727480745718,5,JALAN PAPAN,32,619396
AL MARCHE PTE LTD,1.28076944309971,103.852658565645,2,MARINA BOULEVARD,5,18987
ALTERNATIVE SELECTION PTE. LTD.,1.33661474902075,103.786969223738,29,BINJAI PARK,,589831
ANG KEN CHUA,1.38062798479668,103.741520112804,410,CHOA CHU KANG AVENUE 3,341,680410
ANG MO SUPERMARKET PTE LTD,1.39946117297002,103.916054504161,639,PUNGGOL DRIVE,1,820639
ANG MO SUPERMARKET PTE LTD,1.37170342503995,103.879938988612,642,HOUGANG AVENUE 8,197,530642
AP HOUSE PTE. LTD.,1.27830730320321,103.850795182002,12,MARINA VIEW,6/8,18961
ARCHANA PROVISION STORES PTE. LTD,1.31923811377776,103.732882480415,27,PENJURU WALK,6/7,608538
ARCHANA SUPERMARKET PTE. LTD.,1.32048426082957,103.726722841969,1,JALAN PAPAN,29,619392
AZ SUPERMART PTE. LTD.,1.33809673913723,103.909946665207,21,KAKI BUKIT AVENUE 3,,415920
B & S MINI MART PTE. LTD.,1.31245104539871,103.87962231543,310,GEYLANG ROAD,,389349
BALASUBRAMANIYAN KANNADASAN,1.43594535916514,103.754008429832,257,KRANJI ROAD,,739503
BANGLADESH SUPER MARKET PTE. LTD.,1.45343693357051,103.832526372151,1024,SEMBAWANG ROAD,,758498
BHANDARI INTERNATIONAL PTE. LTD.,1.45132505304739,103.791095177079,280,WOODLANDS INDUSTRIAL PARK E5 (PART OF),47,757322
BISMILLAH MINIMART PTE. LTD.,1.40754324060913,103.758094978446,32,MANDAI ESTATE,2,729939
BLUEWATER SEAFOOD PTE. LTD.,1.30344597442988,103.80938167216,8D,DEMPSEY ROAD,1,249672
CAVEMEN PTE. LTD.,1.32696540868721,103.843674239785,1,JALAN DUSUN,9/10,329363
CHD @ SOON LEE PTE. LTD.,1.33212290136628,103.699070270739,51,SOON LEE ROAD,51A,628088
"CHEE MIN KUAN, SIMON",1.30373373435466,103.896498243508,342,TANJONG KATONG ROAD,,437112
CHENNAI TRADING & SUPERMART PTE. LTD.,1.32048426082957,103.726722841969,1,JALAN PAPAN,35,619392
CHUA & NG PTE. LTD.,1.33205094619271,103.914145078086,632,BEDOK RESERVOIR ROAD,824,470632
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30484344487426,103.823852799187,163,TANGLIN ROAD,2/3,247933
COLD STORAGE SINGAPORE (1983) PTE LTD,1.32325040085144,103.767260053848,41,SUNSET WAY,01A,597071
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30222178109552,103.876152670397,5,STADIUM WALK,1,397693
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30982227398559,103.902232496984,291,JOO CHIAT ROAD,1,427543
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3733212172841,103.886365538231,683,HOUGANG AVENUE 8,903,530683
COLD STORAGE SINGAPORE (1983) PTE LTD,1.32021101601675,103.843656771807,238,THOMSON ROAD,28/29,307683
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3329587272309,103.914941831132,631,BEDOK RESERVOIR ROAD,954,470631
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37264569542777,103.853890711284,525,ANG MO KIO AVENUE 10,2401,560525
COLD STORAGE SINGAPORE (1983) PTE LTD,1.43600783793646,103.785688733844,1,WOODLANDS SQUARE,31/32,738099
COLD STORAGE SINGAPORE (1983) PTE LTD,1.2886146910195,103.805009970565,370,ALEXANDRA ROAD,3/7,159953
COLD STORAGE SINGAPORE (1983) PTE LTD,1.43576080071655,103.836723882475,291,YISHUN STREET 22,389/3,760291
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30119131472187,103.905113590458,80,MARINE PARADE ROAD,27/62,449269
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31867575851382,103.892550605327,60,PAYA LEBAR ROAD,1/5,409051
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35949663830554,103.885079928732,205,HOUGANG STREET 21,133,530205
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30974242012866,103.864101650514,12,KALLANG AVENUE,47,339511
COLD STORAGE SINGAPORE (1983) PTE LTD,1.42969848150358,103.835776497586,930,YISHUN AVENUE 2,6/7,769098
COLD STORAGE SINGAPORE (1983) PTE LTD,1.29929406658312,103.787404060028,1,FUSIONOPOLIS WAY,3,138632
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31469214115978,103.894480527876,11,TANJONG KATONG ROAD,36,437157
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34922418771454,103.934912522809,829,TAMPINES STREET 81,284/8,520829
COLD STORAGE SINGAPORE (1983) PTE LTD,1.29380236091495,103.831757911005,1,KIM SENG PROMENADE,18/19,237994
COLD STORAGE SINGAPORE (1983) PTE LTD,1.29225958853816,103.842561031003,81,CLEMENCEAU AVENUE,18,239917
COLD STORAGE SINGAPORE (1983) PTE LTD,1.27737236043423,103.852844804264,5,STRAITS VIEW,15/16,18935
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31943617521461,103.82734585139,383,BUKIT TIMAH ROAD,09A,259727
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35067551423916,103.871861623795,23,SERANGOON CENTRAL,44/45,556083
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34962234403109,103.849881701299,512,BISHAN STREET 13,524,570512
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33177581668164,103.946201244496,430,UPPER CHANGI ROAD,47,487048
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30372322367268,103.835240311923,290,ORCHARD ROAD,14/15,238859
COLD STORAGE SINGAPORE (1983) PTE LTD,1.43084006633623,103.793416332651,548,WOODLANDS DRIVE 44,37/38,730548
COLD STORAGE SINGAPORE (1983) PTE LTD,1.38529556248789,103.766170532015,524A,JELAPANG ROAD,13/18,671524
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30014248326866,103.855786976518,230,VICTORIA STREET,16,188024
COLD STORAGE SINGAPORE (1983) PTE LTD,1.24775861864545,103.841921096861,31,OCEAN WAY,26/27,98375
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30074756196423,103.845047628503,68,ORCHARD ROAD,15/16,238839
COLD STORAGE SINGAPORE (1983) PTE LTD,1.26389581950121,103.821589250415,1,HARBOURFRONT WALK,23,98585
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35431556438279,103.94501945797,10,TAMPINES CENTRAL 1,1/2,529536
COLD STORAGE SINGAPORE (1983) PTE LTD,1.28022768611886,103.853349301911,8A,MARINA BOULEVARD,44-50,18984
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30523472024853,103.905014934935,112,EAST COAST ROAD,12,428802
COLD STORAGE SINGAPORE (1983) PTE LTD,1.38739537368097,103.869135979297,1,SELETAR ROAD,11,807011
COLD STORAGE SINGAPORE (1983) PTE LTD,1.28692006435587,103.818673599932,86,REDHILL CLOSE,610,150086
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33362232032979,103.8509778648,181,LORONG 4 TOA PAYOH,602,310181
COLD STORAGE SINGAPORE (1983) PTE LTD,1.36462540011123,103.847677043508,316B,ANG MO KIO STREET 31,11,563316
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33081740177866,103.795692359115,1,FIFTH AVENUE,5,268802
COLD STORAGE SINGAPORE (1983) PTE LTD,1.28263437748971,103.825595755974,26,JALAN MEMBINA,7,161026
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34159108250934,103.697020082225,638,JURONG WEST STREET 61,1,640638
COLD STORAGE SINGAPORE (1983) PTE LTD,1.45000861248809,103.81411090726,468B,ADMIRALTY DRIVE,29,752468
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3165446779962,103.894289394701,845,GEYLANG ROAD,8,400845
COLD STORAGE SINGAPORE (1983) PTE LTD,1.44053814947729,103.800977588529,70,WOODLANDS AVENUE 7,5,738344
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37805613765446,103.73893180394,475,CHOA CHU KANG AVENUE 3,1,680475
COLD STORAGE SINGAPORE (1983) PTE LTD,1.40053114255394,103.91053692695,622D,PUNGGOL CENTRAL,6,824622
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37904775569569,103.772937487064,256,BANGKIT ROAD,69,670256
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33667572858824,103.783709152299,896,DUNEARN ROAD,1,589472
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34239284479656,103.776250537642,144,UPPER BUKIT TIMAH ROAD,1,588177
COLD STORAGE SINGAPORE (1983) PTE LTD,1.36267450256161,103.76417292134,4,HILLVIEW RISE,7,667979
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31025542171459,103.795350440968,211,HOLLAND AVENUE,5,278967
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3501891589254,103.749021982726,1,BUKIT BATOK CENTRAL LINK,1,658713
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30119131472187,103.905113590458,80,MARINE PARADE ROAD,84,449269
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33142685592296,103.948257061053,348,BEDOK ROAD,1,469560
COLD STORAGE SINGAPORE (1983) PTE LTD,1.36899800601439,103.958647646173,440,PASIR RIS DRIVE 4,1,510440
COLD STORAGE SINGAPORE (1983) PTE LTD,1.32257317593847,103.814245545298,501,BUKIT TIMAH ROAD,2,259760
COLD STORAGE SINGAPORE (1983) PTE LTD,1.2777953943487,103.819341304521,8,TELOK BLANGAH CRESCENT,171,90008
COLD STORAGE SINGAPORE (1983) PTE LTD,1.43061828496815,103.828762985206,102,YISHUN AVENUE 5,125,760102
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33502430397913,103.746638245311,2,JURONG EAST STREET 21,100,609601
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30197804716068,103.839758898411,176,ORCHARD ROAD,9/11,238843
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33306648172659,103.931091390123,509,BEDOK NORTH STREET 3,121,460509
COLD STORAGE SINGAPORE (1983) PTE LTD,1.40566047542135,103.911991279242,671,EDGEFIELD PLAINS,1,820671
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31275329888806,103.92365787344,2,FIRST STREET,5/16,458278
COLD STORAGE SINGAPORE (1983) PTE LTD,1.380850346979,103.879309100327,982,BUANGKOK CRESCENT,1,530982
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30766861522346,103.828164400669,442,ORCHARD ROAD,1/11,238879
COLD STORAGE SINGAPORE (1983) PTE LTD,1.32000040915087,103.887363072166,118,ALJUNIED AVENUE 2,100,380118
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35831704701199,103.749579874348,376,BUKIT BATOK STREET 31,116,650376
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31008118565207,103.788532895746,21,GHIM MOH ROAD,177,270021
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3466990504391,103.757276703167,284,BUKIT BATOK EAST AVENUE 3,251,650284
COLD STORAGE SINGAPORE (1983) PTE LTD,1.32987219697453,103.901929745106,306,UBI AVENUE 1,185,400306
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30560570262798,103.915376080603,56,MARINE TERRACE,259,440056
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35323163805116,103.871472859034,266,SERANGOON CENTRAL DRIVE,255,550266
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30176130745621,103.769369393442,101,CLEMENTI ROAD,1,129787
COLD STORAGE SINGAPORE (1983) PTE LTD,1.29389358752931,103.853119912535,252,NORTH BRIDGE ROAD,1,179103
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31733464253519,103.843463185078,101,THOMSON ROAD,52,307591
COLD STORAGE SINGAPORE (1983) PTE LTD,1.4361142481059,103.837605239088,293,YISHUN STREET 22,261,760293
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37924528806956,103.887832026894,21,HOUGANG STREET 51,52,538719
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30242417909428,103.83467613466,391A,ORCHARD ROAD,1,238873
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33211277384514,103.857378075733,260,KIM KEAT AVENUE,1,310260
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3214476908532,103.955419467871,20,EASTWOOD ROAD,7/9,486442
COLD STORAGE SINGAPORE (1983) PTE LTD,1.44176714678225,103.824495079721,604,SEMBAWANG ROAD,25,758459
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35436493617486,103.960042189056,9,TAMPINES STREET 32,30,529286
COLD STORAGE SINGAPORE (1983) PTE LTD,1.44562289934866,103.798140996577,768,WOODLANDS AVENUE 6,34,730768
COLD STORAGE SINGAPORE (1983) PTE LTD,1.39209414927783,103.894980035249,1,SENGKANG SQUARE,25,545078
COLD STORAGE SINGAPORE (1983) PTE LTD,1.41738336744103,103.832979911333,201,YISHUN AVENUE 2,3,769092
COLD STORAGE SINGAPORE (1983) PTE LTD,1.36645363325574,103.964598501334,259,PASIR RIS STREET 21,27,510259
COLD STORAGE SINGAPORE (1983) PTE LTD,1.374239506746,103.839489194952,161,ANG MO KIO AVENUE 4,504,560161
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37454928671824,103.937088181626,776,PASIR RIS STREET 71,412,510776
COLD STORAGE SINGAPORE (1983) PTE LTD,1.45273623395178,103.817249280953,406A,SEMBAWANG DRIVE,2,751406
COLD STORAGE SINGAPORE (1983) PTE LTD,1.44275332239793,103.79054802026,883,WOODLANDS STREET 82,498,730883
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30756237263162,103.829352202761,1,CLAYMORE DRIVE,41,229594
COLD STORAGE SINGAPORE (1983) PTE LTD,1.38199703135061,103.897031078181,266,COMPASSVALE BOW,2,540266
COLD STORAGE SINGAPORE (1983) PTE LTD,1.42489931802522,103.847249793129,418,YISHUN AVENUE 11,433,760418
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31617742511297,103.83781497569,36A,DUNEARN ROAD,44,309426
COLD STORAGE SINGAPORE (1983) PTE LTD,1.28355872540744,103.858505749339,2,BAYFRONT AVENUE,46,18972
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34560771369918,103.882695852672,2,JALAN LOKAM,37,537846
COLD STORAGE SINGAPORE (1983) PTE LTD,1.38358044412737,103.770768312339,445,FAJAR ROAD,536,670445
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30358269052594,103.76528451751,154,WEST COAST ROAD,,127371
COLD STORAGE SINGAPORE (1983) PTE LTD,1.31756196835644,103.785840623813,293,HOLLAND ROAD,,278628
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30684882667818,103.788214538525,1,VISTA EXCHANGE GREEN,,138617
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3314914715562,103.806809259373,20,GREENWOOD AVENUE,,289215
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33899462247146,103.793133813234,200,TURF CLUB ROAD,,287994
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34813378503649,103.685418471527,35,STUDENTS WALK,,639548
COLD STORAGE SINGAPORE (1983) PTE LTD,1.29487905112125,103.857675501543,3,TEMASEK BOULEVARD,,38983
COLD STORAGE SINGAPORE (1983) PTE LTD,1.27461794177448,103.8443195557,16,ENGGOR STREET,,79717
COLD STORAGE SINGAPORE (1983) PTE LTD,1.2471504063107,103.839555012608,1,COVE AVENUE,,98537
COLD STORAGE SINGAPORE (1983) PTE LTD,1.26206336450486,103.818625588159,1,MARITIME SQUARE,,99253
COLD STORAGE SINGAPORE (1983) PTE LTD,1.37210169537313,103.931999895836,21,TAMPINES NORTH DRIVE 2,,528765
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35011243012885,103.724598702353,492,JURONG WEST STREET 41,,640492
COLD STORAGE SINGAPORE (1983) PTE LTD,1.36012370572957,103.76754238699,464,UPPER BUKIT TIMAH ROAD,,678077
CP MANAGEMENT SERVICES PRIVATE LIMITED,1.32674394478206,104.003578458884,80,TANAH MERAH COAST ROAD,2,498820
CULINA PTE LTD,1.30417511894087,103.809526142547,8,DEMPSEY ROAD,13,247696
CUTECH GREEN VENTURES PTE. LTD.,1.45334362223108,103.795682402301,10,WOODLANDS INDUSTRIAL PARK E1,,757733
D-RON INVESTMENTS PTE. LTD.,1.41690780081275,103.896018766281,2,SELETAR NORTH LINK,38,797601
DE ESPERTO MINIMART PTE. LTD.,1.45122063631724,103.797853420673,190,WOODLANDS INDUSTRIAL PARK E7,,757178
EN FROZEN PTE LTD,1.31672515166437,103.89797741752,1,GEYLANG SERAI,198,402001
FISHOP PTE. LTD.,1.2886146910195,103.805009970565,370,ALEXANDRA ROAD,58,159953
FOODIE MARKET PLACE PTE. LTD.,1.28345077313013,103.835371310094,225,OUTRAM ROAD,,169038
FOODIE MARKET PLACE PTE. LTD.,1.30608636797175,103.89614964274,313,TANJONG KATONG ROAD,,437096
FORTUNE SUPERMARKET PTE. LTD.,1.44834154204666,103.801057153449,780,WOODLANDS CRESCENT,1,730780
FORTUNE SUPERMARKET PTE. LTD.,1.45551208276585,103.814540291548,463,SEMBAWANG DRIVE,2,750463
FOUR SEASONS ORGANIC MARKET PTE. LTD.,1.30119131472187,103.905113590458,80,MARINE PARADE ROAD,83A,449269
G8 MART PTE. LTD.,1.36538421638439,103.852966963093,421,ANG MO KIO AVENUE 10,1161,560421
GOWRI'S GLOBAL MARKETING PTE. LTD.,1.32888600553213,103.677129986961,555,UPPER JURONG ROAD,2,638368
GOWRI'S GLOBAL MARKETING PTE. LTD.,1.41072219413685,103.76839596811,460,MANDAI ROAD,,729760
GURU'S MARKETING PTE. LTD.,1.31923811377776,103.732882480415,27,PENJURU WALK,15,608538
GURU'S MARKETING PTE. LTD.,1.32048426082957,103.726722841969,1,JALAN PAPAN,31,619392
GW TRADER PTE. LTD.,1.41833137911794,103.896447890319,8,SELETAR NORTH LINK,3,797455
HAO MART PTE. LTD.,1.39990420413757,103.919352755684,658,PUNGGOL EAST,1,820658
HAO MART PTE. LTD.,1.27784876908556,103.830811469037,146,JALAN BUKIT MERAH,1074,160146
HAO MART PTE. LTD.,1.3282116947432,103.859812582011,17,JALAN TENTERAM,128,321017
HAO MART PTE. LTD.,1.43359514246154,103.839685380422,239,YISHUN RING ROAD,1150,760239
HAO MART PTE. LTD.,1.33545352733956,103.863387984978,120,POTONG PASIR AVENUE 1,812,350120
HAO MART PTE. LTD.,1.45026201712259,103.822534722305,505,CANBERRA LINK,1,750505
HAO MART PTE. LTD.,1.3599856700583,103.958247655538,487B,TAMPINES STREET 45,123,521487
HAO MART PTE. LTD.,1.30706067505236,103.923769733617,15,SIGLAP ROAD,1,448912
HAO MART PTE. LTD.,1.32471580637604,103.857752875465,74,WHAMPOA DRIVE,332,320074
HAO MART PTE. LTD.,1.31179544978998,103.936894516324,54,BAYSHORE ROAD,7/8,469979
HAO MART PTE. LTD.,1.33177301702605,103.924236464013,537,BEDOK NORTH STREET 3,555,460537
HAO MART PTE. LTD.,1.35803524250899,103.848208491053,222,BISHAN STREET 23,K1,570222
HAO MART PTE. LTD.,1.3734302528997,103.773924087036,205,PETIR ROAD,595,670205
HAO MART PTE. LTD.,1.31935027280391,103.94363236217,69,BEDOK SOUTH AVENUE 3,484,460069
HAO MART PTE. LTD.,1.31317509715873,103.883646674404,448/450,GEYLANG ROAD,,389407
HAO MART PTE. LTD.,1.3730794666261,103.829630867108,16,JALAN KURAS,,577729
HAO MART PTE. LTD.,1.31346903905925,103.877004750675,32,LORONG 11 GEYLANG,,388724
HONESTBEE PTE. LTD.,1.27604519475402,103.797187338711,34,BOON LEAT TERRACE,,119866
HONG HENG SENG,1.2811973776484,103.843437329467,5,BANDA STREET,92,50005
HUBER'S PTE. LTD.,1.30679240718754,103.810185824202,22,DEMPSEY ROAD,,249679
I-TEC SUPERMART PTE LTD,1.31328861546158,103.885153154008,498/500,GEYLANG ROAD,,389456
IROHA INTERNATIONAL PTE. LTD.,1.30074756196423,103.845047628503,68,ORCHARD ROAD,17,238839
IROHA INTERNATIONAL PTE. LTD.,1.28499883856532,103.844697090786,133,NEW BRIDGE ROAD,11,59413
ISETAN (SINGAPORE) LIMITED?,1.33402529468935,103.74258601505,3,GATEWAY DRIVE,1,608532
ISETAN (SINGAPORE) LIMITED?,1.3058097922131,103.831507328438,350,ORCHARD ROAD,0,238868
ISYMI PTE LTD,1.35530903339479,103.887857189653,183,JALAN PELIKAT,12,537643
"JEWISH WELFARE BOARD, SINGAPORE, THE",1.29827328917638,103.850599507143,24,WATERLOO STREET,1,187950
JMD RETAIL PTE. LTD.,1.3041644719774,103.896327021939,330,TANJONG KATONG ROAD,,437106
JSJ CORPORATION PTE. LTD.,1.31845201086353,103.985869406123,31A,TANAH MERAH COAST ROAD,1,498720
KADER HASNA MARICAN,1.33314577537318,103.695248113879,17,KIAN TECK LANE,65,627851
KAI SOON SUPERMARKET PTE. LTD.,1.42213865028433,103.832882666076,780,YISHUN RING ROAD,3546,760780
KAVI TRADERS PTE. LTD.,1.31332235103777,103.627916988491,69R,TUAS SOUTH AVENUE 1,2,639926
KEK HONG HENG,1.31800981292651,103.731948910121,23,PENJURU WALK,81,608537
KINGSMART PTE. LTD.,1.31621042313668,103.732527150838,30,PENJURU PLACE,6/7,608557
L M MEAT PTE. LTD.,1.3236517309902,103.922102964585,750,CHAI CHEE ROAD,10,469000
L M MEAT PTE. LTD.,1.32042967863542,103.843892126913,10,SINARAN DRIVE,55,307506
L M MEAT PTE. LTD.,1.30358269052594,103.76528451751,154,WEST COAST ROAD,14,127371
L M MEAT PTE. LTD.,1.3343251542009,103.962389306789,5,CHANGI BUSINESS PARK CENTRAL 1,23,486038
LABIBA ENTERPRISE PTE. LTD.,1.39657415558799,103.872851581637,249,JALAN KAYU,,799473
LAMIAH ENTERPRISE PTE. LTD.,1.31146784739883,103.630340087983,5,TECH PARK CRESCENT,2,638127
LAURELS FOODS SUPPLIERS PTE LTD,1.32044171174546,103.778972465008,2,PANDAN VALLEY,204,597626
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,1.40230300615945,103.901262393433,273C,PUNGGOL PLACE,884,823273
LIM KING CHEW,1.36271446207954,103.893980506642,6,HOUGANG AVENUE 3,82,530006
LIN POH LING,1.34064293307986,103.854334496723,212,LORONG 8 TOA PAYOH,43/45,310212
LITTLE FARMS PTE. LTD.,1.31064350283582,103.795246166645,3,LORONG LIPUT,4,277725
LITTLE FARMS PTE. LTD.,1.29301786111443,103.826940812301,491,RIVER VALLEY ROAD,20,248371
LITTLE FARMS PTE. LTD.,1.27672493204774,103.845155396186,7,WALLICH STREET,6,78884
LOCH GROCER PTE. LTD.,1.34995541023414,103.717704811504,503,JURONG WEST AVENUE 1,847,640503
LOH NYEN YIU,1.30275121791614,103.865163649373,5001,BEACH ROAD,64,199588
LOTTE MART PTE. LTD.,1.34082661486743,103.774213263461,17,LORONG KILAT,2,598139
MAHOTA FOOD PTE. LTD.,1.3523611297845,103.943784815991,2,TAMPINES CENTRAL 5,7,529509
MAHOTA FOOD PTE. LTD.,1.30832700959572,103.862005875543,809,FRENCH ROAD,31,200809
MALAR MARKETING PTE. LTD.,1.31335809677308,103.627436995081,69,TUAS SOUTH AVENUE 1,2,637589
MCP FAIRMART PTE LTD,1.35925940699667,103.75069463728,BLK 371,BUKIT BATOK STREET 31,324,650371
MCP FAIRMART PTE LTD,1.33233467983413,103.938051292004,89,BEDOK NORTH STREET 4,107,460089
MCP FAIRMART PTE LTD,1.33375343289468,103.739371389066,135,JURONG GATEWAY ROAD,317,600135
MD SYDUR RAHMAN,1.29501368647394,103.626729263079,13,TUAS SOUTH STREET 5,1,637555
MEAT THE BUTCHER PTE. LTD.,1.32437350966463,103.809357938829,615,BUKIT TIMAH ROAD,,269716
MEIDI-YA SINGAPORE CO (PTE) LTD,1.29151478613339,103.844586298874,177,RIVER VALLEY ROAD,17,179030
MM SUNDRY SHOP PTE.LTD.,1.45464654784747,103.804476738376,27,WOODLANDS SECTOR 1,70,738252
MOHAMAD DAMAR HULAN BIN OSMAN,1.31714973629572,103.903965194579,212,CHANGI ROAD,,419735
MURUGAN TRADERS PTE LTD,1.32491980413317,103.705099705855,9,TRACTOR ROAD,,627970
MUSTAFA HOLDINGS PTE LTD,1.30975274714546,103.855701594507,147,SYED ALWI ROAD,,207706
NAWAS GLOBAL PTE. LTD.,1.27164226263376,103.633512282372,3,TUAS SOUTH STREET 12,16,636947
NG CHAI SENG,1.27392940817544,103.825310769144,109,BUKIT PURMEI ROAD,155,90109
NG LIAN TEE,1.33166477553301,103.80703380493,7,GREENDALE AVENUE,,289504
NG TOH TET,1.35151847178612,103.719496485079,442,JURONG WEST AVENUE 1,756,640442
NPS IMPEX PTE. LTD,1.29895146739633,103.627517906632,21,TUAS VIEW SQUARE,,637640
NTUC FAIRPRICE CO-OPERATIVE LTD,1.39219777362583,103.90447160757,11,RIVERVALE CRESCENT,1,545082
NTUC FAIRPRICE CO-OPERATIVE LTD,1.35466901882051,103.830919788426,301,UPPER THOMSON ROAD,25,574408
NTUC FAIRPRICE CO-OPERATIVE LTD,1.32397688357175,103.910689656957,110,LENGKONG TIGA,233/5,410110
NTUC FAIRPRICE CO-OPERATIVE LTD,1.34837104824236,103.948128932393,107,TAMPINES STREET 11,353/9,521107
NTUC FAIRPRICE CO-OPERATIVE LTD,1.33166183429417,103.850483008706,192,LORONG 4 TOA PAYOH,672,310192
NTUC FAIRPRICE CO-OPERATIVE LTD,1.37976753619581,103.936207570696,734,PASIR RIS STREET 72,37,510734
