full_address,latitude,longitude,postal_code
588A ANG MO KIO ST 52,1.37207688864036,103.852786139342,561588
548 BEDOK NTH AVE 1,1.33131021834565,103.92685391703,460548
310A ANG MO KIO AVE 1,1.36481255187585,103.843844243986,561310
1 BEDOK STH AVE 1,1.32085208689731,103.933721091441,460001
75 BEDOK NTH RD,1.32791477933184,103.942144427101,460075
101 BEDOK NTH AVE 4,1.334484667124,103.937924710969,460101
151 BEDOK RESERVOIR RD,1.33557619454702,103.911545779692,470151
588D ANG MO KIO ST 52,1.37175400663025,103.8538833087,564588
550 BEDOK NTH AVE 1,1.3326931795279,103.926617402908,460550
54 CHAI CHEE ST,1.32947840879761,103.921105111921,460054
50 CHAI CHEE ST,1.32930431416537,103.922415807329,461050
77 BEDOK NTH RD,1.32869611162886,103.941995599533,460077
528 BEDOK NTH ST 3,1.33490287587397,103.927838167286,460528
534 BEDOK NTH ST 3,1.33303698213001,103.924812248346,460534
116 BEDOK RESERVOIR RD,1.33103784588692,103.908641634756,470116
18 BEDOK STH RD,1.32062504871279,103.934734222428,460018
105 BEDOK NTH AVE 4,1.33368859457924,103.936473903592,460105
40 CHAI CHEE AVE,1.32604335303082,103.926488452026,461040
42 CHAI CHEE ST,1.32797877350561,103.925804792632,461042
105 BEDOK RESERVOIR RD,1.32914437941094,103.909112780576,470105
57 NEW UPP CHANGI RD,1.32424554153984,103.941568704132,461057
709 BEDOK RESERVOIR RD,1.33541606639526,103.922350069667,470709
55 CHAI CHEE DR,1.32684846948333,103.919015573079,460055
2 BEDOK STH AVE 1,1.32130118793544,103.933299574181,460002
37 CHAI CHEE AVE,1.32544200357037,103.926207634232,461037
425 BEDOK NTH RD,1.32936960154503,103.929067536324,460425
533 BEDOK NTH ST 3,1.33358016248275,103.92421866691,460533
117 BEDOK NTH RD,1.33065454769523,103.938496275607,460117
149 BEDOK RESERVOIR RD,1.33576929801793,103.912779600202,470149
423 BEDOK NTH AVE 1,1.32797614118511,103.927565110763,460423
34 BEDOK STH AVE 2,1.32205652925918,103.93835472666,460034
35 BEDOK STH AVE 2,1.32233220742919,103.939766219283,460035
7 BEDOK STH AVE 2,1.32281544267372,103.93545524391,460007
8 BEDOK STH AVE 2,1.32284176978435,103.936046815062,460008
42 BEDOK STH RD,1.32147847826862,103.940721046918,460042
80 BEDOK NTH RD,1.32848132017235,103.940611608837,460080
78 BEDOK NTH RD,1.32726007220341,103.940848770214,460078
135 BEDOK RESERVOIR RD,1.33314106418951,103.912523538101,470135
148 BEDOK RESERVOIR RD,1.33534088461813,103.91190498709,470148
81 BEDOK NTH RD,1.32891558225172,103.940528728774,460081
142 BEDOK RESERVOIR RD,1.33563649761465,103.913269358016,470142
602 BEDOK RESERVOIR RD,1.32934898685946,103.911583237057,470602
554 BEDOK NTH ST 3,1.33262715051315,103.928172121608,460554
124 BEDOK NTH RD,1.32925881944574,103.939046430321,460124
705 BEDOK NTH RD,1.33663681806047,103.918995255673,470705
508 BEDOK NTH AVE 3,1.33340012199511,103.932519441614,460508
765 BEDOK RESERVOIR VIEW,1.33596106828604,103.935990113555,470765
720 BEDOK RESERVOIR RD,1.33597277354753,103.924883020541,470720
111 LENGKONG TIGA,1.32405877835385,103.911303762731,410111
10 CHAI CHEE RD,1.32727572366021,103.924803599281,467010
220B BEDOK CTRL,1.32547710525716,103.934348226987,462220
185 BEDOK NTH RD,1.32623725322603,103.940827550178,460185
603 BEDOK RESERVOIR RD,1.33000183975836,103.912464022386,470603
21 CHAI CHEE RD,1.32577850604228,103.922424710131,461021
672 JLN DAMAI,1.33207912967501,103.908757101121,410672
415 BEDOK NTH AVE 2,1.32964999532963,103.930260606366,460415
722 BEDOK RESERVOIR RD,1.33663699329345,103.928207774481,470722
763 BEDOK RESERVOIR VIEW,1.33607209475067,103.934830606324,470763
723 BEDOK RESERVOIR RD,1.33695439373089,103.928960561768,470723
640 BEDOK RESERVOIR RD,1.33210132151895,103.904953194958,410640
805 CHAI CHEE RD,1.32430604941035,103.921625366639,460805
94C BEDOK NTH AVE 4,1.33361429610515,103.942628254514,462094
219C BEDOK CTRL,1.32485598421255,103.933519574319,463219
22 SIN MING RD,1.3572844410824,103.839396679952,570022
160 BEDOK STH AVE 3,1.31925982986372,103.945202877473,460160
407 SIN MING AVE,1.36345320627772,103.834214627275,570407
105 BISHAN ST 12,1.34589493632505,103.847365252767,570105
167 BISHAN ST 13,1.34800341123895,103.855395747158,570167
111 BISHAN ST 12,1.34706752664279,103.848063665404,570111
181 BISHAN ST 13,1.34913809640172,103.852878507674,570181
166 BISHAN ST 13,1.34886345078255,103.855225779214,570166
115 BISHAN ST 12,1.34791838898824,103.84875012549,570115
275A BISHAN ST 24,1.35673539047075,103.843519752733,571275
260 BISHAN ST 22,1.35961376765045,103.842187438495,570260
214 BISHAN ST 23,1.35751189682984,103.848303415822,570214
109 BISHAN ST 12,1.34675059587742,103.847990168368,570109
448 BRIGHT HILL DR,1.35840616993705,103.831431580561,570448
402 SIN MING AVE,1.36276886630643,103.832758890176,570402
182 BISHAN ST 13,1.35020582481902,103.853049203745,570182
303 SHUNFU RD,1.34976942860988,103.83847650474,570303
128 BISHAN ST 12,1.34608831988483,103.850466820468,570128
231 BISHAN ST 23,1.35729122854977,103.845845690555,570231
134 BISHAN ST 12,1.34541104764477,103.852079804354,570134
342 BT BATOK ST 34,1.36258323081948,103.748574945077,650342
530 BT BATOK ST 51,1.35618199232172,103.751093390961,650530
145 BT BATOK ST 11,1.34997305498668,103.743724852615,650145
537 BT BATOK ST 52,1.35511516448647,103.750877888291,650537
528 BT BATOK ST 51,1.35665146828264,103.751091825657,650528
213 BT BATOK ST 21,1.34681845451426,103.752496875347,650213
219 BT BATOK ST 21,1.34720729813155,103.754999726682,650219
212 BT BATOK ST 21,1.34719281119437,103.752217334445,650212
235 BT BATOK EAST AVE 5,1.34848352110457,103.756300449103,650235
346 BT BATOK ST 34,1.362471403915,103.750561080651,650346
130 BT BATOK WEST AVE 6,1.35106126001126,103.745857351625,650130
247 BT BATOK EAST AVE 5,1.34992721242157,103.75698028632,650247
169 BT BATOK WEST AVE 8,1.34660733553492,103.740909286964,650169
226 BT BATOK CTRL,1.34873337819665,103.753174278473,650226
260 BT BATOK EAST AVE 4,1.35091259231107,103.759021061327,650260
154 BT BATOK ST 11,1.34773558349504,103.743984048754,650154
360 BT BATOK ST 31,1.36106704830424,103.750625432011,650360
217 BT BATOK ST 21,1.34673392184416,103.754727840299,650217
265 BT BATOK EAST AVE 4,1.3500084019244,103.759862833782,650265
301 BT BATOK ST 31,1.35676942740178,103.748774260571,650301
178 BT BATOK WEST AVE 8,1.3460546058333,103.742605870907,650178
244 BT BATOK EAST AVE 5,1.34918269764742,103.757239164878,650244
134 BT BATOK WEST AVE 6,1.35159086987043,103.74450960649,650134
248 BT BATOK EAST AVE 5,1.35025884075015,103.756604724025,650248
289E BT BATOK ST 25,1.34421030208672,103.759205458315,654289
395 BT BATOK WEST AVE 5,1.36631689866947,103.752287629198,650395
290D BT BATOK EAST AVE 3,1.34441149917173,103.757461511579,651290
642 BT BATOK CTRL,1.34900647948549,103.751706683374,650642
185 BT BATOK WEST AVE 6,1.34703672763612,103.744977459595,650185
106 BT BATOK CTRL,1.3482223088624,103.74718849849,650106
210 BT BATOK ST 21,1.34548008232168,103.74995609585,650210
386 BT BATOK WEST AVE 5,1.36393942184816,103.752556035691,650386
394 BT BATOK WEST AVE 5,1.36642311199961,103.752688625262,650394
190 BT BATOK WEST AVE 6,1.3453856199951,103.746045480153,650190
206 BT BATOK ST 21,1.34667192602747,103.749383473832,650206
391 BT BATOK WEST AVE 5,1.36585374932576,103.752728543207,650391
211 BT BATOK ST 21,1.34600090748097,103.750367726623,650211
624 BT BATOK CTRL,1.35134146122049,103.749508645854,650624
141 BT BATOK ST 11,1.35044171803071,103.743212010475,650141
120 BT BATOK CTRL,1.3510594273469,103.747712277505,650120
205 BT BATOK ST 21,1.34712172862216,103.750057276189,650205
193 BT BATOK WEST AVE 6,1.34600894344315,103.744423616373,650193
10 JLN BT HO SWEE,1.28745837020188,103.832675765986,161010
289A BT BATOK ST 25,1.34448980917027,103.760517162484,650289
2 JLN BT HO SWEE,1.28728822015938,103.831873006286,162002
290A BT BATOK ST 24,1.34326273087543,103.756531451656,652290
45 TELOK BLANGAH DR,1.27175707090153,103.809560438327,100045
36 BEO CRES,1.28835977080873,103.827056911096,160036
32 TELOK BLANGAH RISE,1.27313105297407,103.821662863346,090032
33 TELOK BLANGAH WAY,1.27436196353296,103.822184004574,090033
20 TELOK BLANGAH CRES,1.27691594809877,103.821818722889,090020
16 TAMAN HO SWEE,1.2880016960752,103.831614592325,163016
63 TELOK BLANGAH HTS,1.27483128151468,103.810941362052,100063
61 TELOK BLANGAH HTS,1.27570500784019,103.812007084346,100061
142 JLN BT MERAH,1.27700823497374,103.828056201882,160142
116 BT MERAH VIEW,1.28513427067055,103.821532226321,151116
78 INDUS RD,1.29130442807028,103.827447793798,161078
55 TELOK BLANGAH DR,1.27396036035569,103.812149525435,100055
130 BT MERAH VIEW,1.28458712798457,103.824360319186,150130
50 MOH GUAN TER,1.28407984956888,103.830525506982,161050
122 BT MERAH LANE 1,1.2864588189976,103.804200246716,150122
47 MOH GUAN TER,1.28420581657007,103.831063385283,160047
131 JLN BT MERAH,1.2801894226101,103.828178445611,160131
30 JLN KLINIK,1.28766976882827,103.828202949008,160030
44 TELOK BLANGAH DR,1.27140883340015,103.810887524155,100044
24 BEO CRES,1.28852535171166,103.828458597142,160024
54 HAVELOCK RD,1.28930893190551,103.829233342268,161054
23 TELOK BLANGAH CRES,1.27608072351135,103.820839521286,090023
115 BT PURMEI RD,1.27535201369639,103.826950180582,090115
80C TELOK BLANGAH ST 31,1.27349435644809,103.807229362471,103080
101 HENDERSON CRES,1.29071799751539,103.821625207737,150101
106 HENDERSON CRES,1.28942607947152,103.822276781927,150106
108 BT PURMEI RD,1.2733573140352,103.825345821846,090108
129 KIM TIAN RD,1.2811530312289,103.828856188305,160129
3 DELTA AVE,1.29169833480355,103.827334523132,160003
38 JLN RUMAH TINGGI,1.28863365915922,103.809643901495,150038
106B DEPOT RD,1.28064950442563,103.810750913525,102106
134 JLN BT MERAH,1.27883101079191,103.82772371417,160134
80A TELOK BLANGAH ST 31,1.27368173970143,103.806579408022,101080
27A JLN MEMBINA,1.2822186913861,103.824536254761,163027
75A REDHILL RD,1.28805315705423,103.815277070461,151075
57 HAVELOCK RD,1.29013858517146,103.828453293371,161057
77A REDHILL RD,1.28838106670584,103.817391094217,151077
48 LENGKOK BAHRU,1.28727739643389,103.810963565072,151048
35 JLN RUMAH TINGGI,1.28797300869683,103.808839267852,150035
67 TELOK BLANGAH DR,1.274636588887,103.809632802144,100067
46 LENGKOK BAHRU,1.28707749551877,103.812705798881,150046
87 ZION RD,1.29065980562649,103.832608331993,160087
1 DELTA AVE,1.2920752508431,103.828584077626,160001
214 PETIR RD,1.37494110084207,103.774856358424,670214
123 PENDING RD,1.37756663543382,103.770660551039,670123
249 BANGKIT RD,1.3810020467136,103.774054657076,670249
458 SEGAR RD,1.38804394182061,103.771067583616,670458
506 JELAPANG RD,1.3870334545891,103.768120654409,670506
402 FAJAR RD,1.38031226320182,103.768073595,670402
621 SENJA RD,1.38602106063185,103.762854282454,670621
419 FAJAR RD,1.38394510110813,103.769613738594,670419
526 JELAPANG RD,1.38545862945551,103.765218708925,670526
623 SENJA RD,1.38625610118184,103.762201338577,670623
128 PENDING RD,1.37599511163058,103.769766187776,670128
204 PETIR RD,1.37317516532605,103.774810614456,670204
473 SEGAR RD,1.38823731294211,103.772144523474,670473
237 BT PANJANG RING RD,1.37856756097104,103.770647361863,670237
539 BT PANJANG RING RD,1.38294179147406,103.763248348163,670539
217 PETIR RD,1.37490882252027,103.773547827473,670217
516 JELAPANG RD,1.3873519377776,103.767041821055,670516
517 JELAPANG RD,1.38803622153251,103.766707751932,670517
652 SENJA LINK,1.38744862342634,103.763847246671,670652
218 PETIR RD,1.37446597954509,103.773606267573,670218
624 SENJA RD,1.38624340292657,103.76183758098,670624
455 SEGAR RD,1.38729105122449,103.770822142944,670455
629 SENJA RD,1.38652802373559,103.759278980746,670629
176 LOMPANG RD,1.37924529892586,103.765881569885,670176
418 FAJAR RD,1.38431966142748,103.768865859999,670418
484 SEGAR RD,1.38840059034957,103.771882173939,670484
537 BT PANJANG RING RD,1.38372140816294,103.763127776187,670537
152 GANGSA RD,1.3752246947281,103.765922512219,670152
140 PETIR RD,1.37550299063609,103.768952438105,670140
401 FAJAR RD,1.38055432084398,103.768730366658,670401
613 BT PANJANG RING RD,1.38436672930183,103.762046231912,670613
242 BT PANJANG RING RD,1.38007208808669,103.771833647326,670242
536 JELAPANG RD,1.38422183055836,103.763766919593,670536
654 SENJA RD,1.38784692769514,103.764249296909,670654
154 GANGSA RD,1.37481680083006,103.765109335954,670154
174 LOMPANG RD,1.38021544120199,103.766302173684,670174
177 LOMPANG RD,1.38038712496611,103.76535460069,670177
650 SENJA LINK,1.38691070954118,103.763310183378,670650
606 SENJA RD,1.38129574701623,103.761571341904,670606
228 PENDING RD,1.3753466349656,103.770955400333,670228
151 PETIR RD,1.37712962824254,103.766171200009,670151
5 FARRER RD,1.31655990980042,103.807288102167,260005
4 TOH YI DR,1.3385120672333,103.774569823527,590004
15 TOH YI DR,1.33931085810035,103.772051477646,590015
9 JLN KUKOH,1.2876742577682,103.838857901085,160009
640 ROWELL RD,1.30743547948389,103.854713903431,200640
264 WATERLOO ST,1.29900941828595,103.852284903161,180264
32 NEW MKT RD,1.28485860802646,103.842578771054,050032
5 TG PAGAR PLAZA,1.27624052001347,103.843006115698,081005
271 QUEEN ST,1.30093267323152,103.853991004773,180271
232 BAIN ST,1.29685311080014,103.853347534791,180232
1C CANTONMENT RD,1.27744909387079,103.841666679651,085301
1F CANTONMENT RD,1.27598699469414,103.841191762017,085601
1B CANTONMENT RD,1.27779940676005,103.841403430465,085201
111 TECK WHYE LANE,1.37787904560638,103.752103670331,680111
114 TECK WHYE LANE,1.37850799248774,103.750707442454,680114
404 CHOA CHU KANG AVE 3,1.38012964850802,103.738888788773,680404
121 TECK WHYE LANE,1.37830357075531,103.750108106647,680121
460 CHOA CHU KANG AVE 4,1.37782264943043,103.735012354055,680460
692B CHOA CHU KANG CRES,1.40067815960728,103.751377169268,682692
115 TECK WHYE LANE,1.37893677955462,103.751182368998,680115
422 CHOA CHU KANG AVE 4,1.38225681754484,103.740957419462,680422
680 CHOA CHU KANG CRES,1.40333610825505,103.745131655848,680680
771 CHOA CHU KANG ST 54,1.39426765794686,103.749319274696,680771
229 CHOA CHU KANG CTRL,1.38065374945261,103.746367289377,680229
237 CHOA CHU KANG CTRL,1.3794475026281,103.748287395227,680237
157 JLN TECK WHYE,1.37918786548209,103.756782882659,680157
416 CHOA CHU KANG AVE 4,1.38334049587446,103.742083284398,680416
414 CHOA CHU KANG AVE 4,1.38216660471552,103.742248296899,680414
239 CHOA CHU KANG CTRL,1.37944877151316,103.747548438263,680239
423 CHOA CHU KANG AVE 4,1.3820241469387,103.740310723833,680423
657 CHOA CHU KANG CRES,1.40044599472035,103.749872437775,680657
621 CHOA CHU KANG ST 62,1.39914640891261,103.747205206781,680621
418 CHOA CHU KANG AVE 4,1.38237300282948,103.741352257872,680418
608 CHOA CHU KANG ST 62,1.39846759912749,103.744645761889,680608
412 CHOA CHU KANG AVE 3,1.38180972459048,103.742381573149,680412
353 CHOA CHU KANG CTRL,1.38213707062575,103.743397513845,680353
635 CHOA CHU KANG NTH 6,1.39737094150025,103.749602912203,680635
453 CHOA CHU KANG AVE 4,1.37997802767876,103.73490597126,680453
689A CHOA CHU KANG DR,1.40298901385209,103.750320068403,681689
692A CHOA CHU KANG CRES,1.4002092135442,103.751271374918,681692
760 CHOA CHU KANG NTH 5,1.39302712654645,103.747272500906,680760
689B CHOA CHU KANG DR,1.40313482841143,103.749793059631,682689
544 CHOA CHU KANG ST 52,1.39371737606695,103.743762503939,680544
474 CHOA CHU KANG AVE 3,1.37856931410449,103.738475704352,680474
690A CHOA CHU KANG CRES,1.40277627634375,103.751539941559,681690
789 CHOA CHU KANG NTH 6,1.39587445047224,103.749162518106,680789
626 CHOA CHU KANG ST 62,1.39832082870875,103.745878081637,680626
248 CHOA CHU KANG AVE 2,1.37900459646071,103.745926026056,680248
671 CHOA CHU KANG CRES,1.4025550181861,103.748021726542,680671
296B CHOA CHU KANG AVE 2,1.37684772581631,103.741509048162,682296
604 CHOA CHU KANG ST 62,1.39817542038448,103.744673993982,680604
663 CHOA CHU KANG CRES,1.40198475097106,103.750788391041,680663
101 TECK WHYE LANE,1.37788964623982,103.754239909547,680101
715 CLEMENTI WEST ST 2,1.30315360303876,103.761943675943,120715
702 WEST COAST RD,1.30726692567512,103.761107748856,120702
607 CLEMENTI WEST ST 1,1.30423592481834,103.76785339614,120607
374 CLEMENTI AVE 4,1.31912618587195,103.766983653394,120374
346 CLEMENTI AVE 5,1.31701655142406,103.770055178868,120346
339 CLEMENTI AVE 5,1.31966316716168,103.769139839665,120339
334 CLEMENTI AVE 2,1.31518502692041,103.768432708555,120334
351 CLEMENTI AVE 2,1.31535006995344,103.770861377512,120351
305 CLEMENTI AVE 4,1.32206108860648,103.76601401343,120305
364 CLEMENTI AVE 2,1.31240641918888,103.768752275192,120364
109 CLEMENTI ST 11,1.32198067655559,103.770776117357,120109
449 CLEMENTI AVE 3,1.31361567894894,103.764809966953,120449
418 CLEMENTI AVE 1,1.31017571904177,103.77000324485,120418
730 CLEMENTI WEST ST 2,1.304777153125,103.763121970707,120730
716 CLEMENTI WEST ST 2,1.30240953060904,103.762804760851,120716
371 CLEMENTI AVE 4,1.32057465713359,103.768211873157,120371
709 CLEMENTI WEST ST 2,1.30533046157853,103.762003588469,120709
611 CLEMENTI WEST ST 1,1.3036973994055,103.769476900942,120611
348 CLEMENTI AVE 5,1.31677716280701,103.770897098036,120348
411 C'WEALTH AVE WEST,1.31087920188873,103.769572621889,120411
324 CLEMENTI AVE 5,1.31513509080723,103.766054474051,120324
307 CLEMENTI AVE 4,1.321415896635,103.76710548935,120307
723 CLEMENTI WEST ST 2,1.30310124001611,103.763413053663,120723
461 CLEMENTI AVE 3,1.31109915509699,103.766399536327,120461
724 CLEMENTI WEST ST 2,1.30360871033936,103.763359143047,120724
46 CIRCUIT RD,1.32615469503568,103.886047023988,370046
43 CIRCUIT RD,1.32648228290473,103.885544901533,370043
30 BALAM RD,1.32965461509134,103.887183600084,370030
22 BALAM RD,1.33016619500294,103.887785274744,370022
21 BALAM RD,1.33119721401346,103.886976681713,370021
47 CIRCUIT RD,1.32577527145564,103.885703636114,370047
67 CIRCUIT RD,1.32584857614009,103.887926514332,370067
82 MACPHERSON LANE,1.332283325328,103.885620100954,360082
37 CIRCUIT RD,1.32817733374331,103.886486362837,370037
24 BALAM RD,1.33018852048052,103.887508672167,370024
65 CIRCUIT RD,1.32740031002016,103.887203611284,370065
49 CIRCUIT RD,1.32513240286821,103.885610754075,370049
24 EUNOS CRES,1.32377995139071,103.902330351336,400024
302 UBI AVE 1,1.33002586987709,103.900995405582,400302
95 OLD AIRPORT RD,1.30840477810117,103.887347527399,390095
4 HAIG RD,1.31210124370815,103.897187082666,430004
36 CIRCUIT RD,1.32902607919001,103.88693079734,370036
10 HAIG RD,1.31483950176268,103.895865169739,430010
128 GEYLANG EAST AVE 1,1.31830919498771,103.887754005604,380128
33 EUNOS CRES,1.32018325530871,103.90080491512,400033
344 UBI AVE 1,1.32635938429734,103.899753061623,400344
40 SIMS DR,1.31747603013691,103.876354059117,380040
54 PIPIT RD,1.32385644988852,103.887585351528,370054
42 SIMS DR,1.31700019582001,103.875994635636,380042
42 CIRCUIT RD,1.32684923967733,103.886293541726,370042
120 GEYLANG EAST CTRL,1.31821153053878,103.884752333398,380120
5 HAIG RD,1.31258917369124,103.896591193187,430005
134 GEYLANG EAST AVE 1,1.31599388873107,103.886008964798,380134
411 EUNOS RD 5,1.31859419589813,103.899680218483,400411
30 CASSIA CRES,1.30944315518034,103.883336276334,391030
986A BUANGKOK CRES,1.3819169455989,103.87980371499,531986
22 HOUGANG AVE 3,1.36428542444529,103.89046790222,530022
644 HOUGANG AVE 8,1.37143736463903,103.88126107892,530644
24 HOUGANG AVE 3,1.36551226123746,103.892085472745,530024
108 HOUGANG AVE 1,1.35277393315533,103.890093177026,530108
619 HOUGANG AVE 8,1.36984770803551,103.883701202398,530619
623 HOUGANG AVE 8,1.37051387277512,103.882323502346,530623
501 HOUGANG AVE 8,1.37205269626364,103.886531403839,530501
311 HOUGANG AVE 5,1.36566733064792,103.894853675162,530311
698 HOUGANG ST 61,1.3750613898604,103.886910503596,530698
307 HOUGANG AVE 5,1.36665999438856,103.895009698642,530307
21 HOUGANG AVE 3,1.36424598368903,103.89147765714,530021
322 HOUGANG AVE 5,1.36709855359263,103.89697867894,530322
308 HOUGANG AVE 5,1.36680910838232,103.895756047165,530308
339 HOUGANG AVE 7,1.37002545723867,103.89857229481,530339
681 HOUGANG AVE 8,1.37297840284804,103.88567915953,530681
336 HOUGANG AVE 7,1.3693032100873,103.898351173028,530336
154 HOUGANG ST 11,1.3522029527063,103.880173191904,530154
314 HOUGANG AVE 5,1.36476465177918,103.894218784179,530314
321 HOUGANG AVE 5,1.36710131174973,103.898278016767,530321
602 HOUGANG AVE 4,1.37123297855584,103.88691800304,530602
709 HOUGANG AVE 2,1.36706142659908,103.888077255516,530709
674 HOUGANG AVE 8,1.37217287844953,103.884645831522,530674
332 HOUGANG AVE 5,1.36840583194353,103.897820383869,530332
165 HOUGANG AVE 1,1.3502542591897,103.887795306397,530165
419 HOUGANG AVE 8,1.3761286530375,103.894831285996,530419
938 HOUGANG ST 92,1.3742877202562,103.879678550369,530938
435 HOUGANG AVE 8,1.37752800104625,103.89360316857,530435
135 LOR AH SOO,1.34975825362257,103.886810075583,530135
699B HOUGANG ST 52,1.37670290100056,103.888277047979,532699
155 HOUGANG ST 11,1.35265338944725,103.880292681446,530155
445 HOUGANG AVE 8,1.3791181914496,103.894290896452,530445
617 HOUGANG AVE 8,1.3692978923853,103.883826832419,530617
411 HOUGANG AVE 10,1.37409413946214,103.895312625321,530411
142 LOR AH SOO,1.35302664004115,103.882887594334,530142
448 HOUGANG AVE 10,1.37911514056099,103.895119125321,530448
557 HOUGANG ST 51,1.37994979000929,103.89043869276,530557
465 UPP SERANGOON RD,1.37190788342411,103.897012927498,530465
922 HOUGANG ST 91,1.37637123592055,103.883519603693,530922
835 HOUGANG CTRL,1.37036355618575,103.889999645495,530835
912 HOUGANG ST 91,1.37849281015329,103.884016382567,530912
941 HOUGANG ST 92,1.37356291019462,103.879184657596,530941
971 HOUGANG ST 91,1.37822993629766,103.879696313869,530971
984D BUANGKOK LINK,1.38237375846968,103.880954583346,537984
978D BUANGKOK CRES,1.38003167141738,103.879413572555,536978
572 HOUGANG ST 51,1.3782707248829,103.88748509864,530572
915 HOUGANG ST 91,1.37752183749176,103.883813276017,530915
919 HOUGANG AVE 4,1.3759986435899,103.884121407611,530919
570 HOUGANG ST 51,1.37796504160946,103.888219983131,530570
958 HOUGANG ST 91,1.37663567897449,103.879787450961,530958
610 HOUGANG AVE 8,1.37031263468239,103.88512562936,530610
929 HOUGANG ST 91,1.37603204309398,103.881497888579,530929
456 HOUGANG AVE 10,1.3771713742984,103.895401018469,530456
171 HOUGANG AVE 1,1.35113637322024,103.889168968814,530171
136 LOR AH SOO,1.34966436735423,103.88630211152,530136
466 HOUGANG AVE 8,1.37251992138059,103.897005554551,530466
372 HOUGANG ST 31,1.3629903786532,103.890463932896,530372
940 HOUGANG ST 92,1.37348307053932,103.879777763575,530940
461 HOUGANG AVE 10,1.37273622417586,103.894629349778,530461
538 HOUGANG ST 52,1.37782273276389,103.890323214074,530538
628 HOUGANG AVE 8,1.36956178513922,103.880507506392,530628
407 HOUGANG AVE 10,1.3729650974742,103.895673302556,530407
705 HOUGANG AVE 2,1.36564903485076,103.888263962373,530705
410 PANDAN GDNS,1.31900921124333,103.747433142313,600410
250 JURONG EAST ST 24,1.34265327777661,103.739976995418,600250
37 TEBAN GDNS RD,1.32053143645806,103.742652199249,600037
247 JURONG EAST ST 24,1.34202424550408,103.739009746539,600247
